0,1,2,3,4,5,6
-0.989298375456737,-1.050228889006875,-0.6136776895545801,0.2231953446547926,0.8355903712612945,0.8723465616186878,0.4789015099249344
-0.9194688611966721,-1.2007683293853129,-0.3351122415274408,0.2231953446547926,0.8355903712612945,-0.19504950891892486,0.22663159582640988
-0.9610282952891676,-1.1136040835870582,-0.17130197312498874,0.2231953446547926,0.8355903712612945,2.2180576108757775,0.10555667445383421
-1.0021044801480292,-1.2090307644960732,-0.22542944905865483,0.2231953446547926,0.8355903712612945,0.334848756203158,-0.46270289283934246
-1.0238506956615443,-1.2353334700727143,-0.23940475871725075,0.2231953446547926,0.8355903712612945,3.429163614252859,0.26155568138873625
-1.0064537232507322,-1.2801242257786645,-0.18054323794936827,0.2231953446547926,0.8355903712612945,3.4408384193013646,0.3231470531645128
-0.8277723191146836,-1.18712562445967,-0.11588252410297331,0.2231953446547926,0.8355903712612945,3.901068557697458,-0.2029759015643655
-0.8098920974702376,-1.0431147361041055,0.1418855775763744,0.2231953446547926,-2.295717649125522,0.16597827304800486,0.20734617374281786
-0.2891910482299607,-0.6945275810346286,0.33250902996448795,0.2231953446547926,-0.025519334345074855,0.2388658182841063,-0.8242237615943101
0.31027962609260396,-0.2629437281773693,0.7258318791345526,0.2231953446547926,-0.613005395179335,-0.16954807952857806,-0.7475675009839904
0.36355785410071556,-0.2250023475685705,1.5831705252693868,-0.3370042334296061,-0.2636986146191823,-0.06672319151112645,-0.8016300770787774
0.3304552815968089,0.21822751890928188,0.6581837380762039,-0.3602077662496429,0.08316441490621192,-0.7317605375469548,-0.18108648894679788
0.3003730168031133,0.3561669293534794,1.0914152108344273,0.2231953446547926,-0.7623451649154842,-0.8098161243426516,-0.764500508601121
0.04606310760339572,1.8492092395706192,0.37900645987760534,0.2231953446547926,-0.025519334345074855,-0.8839074466155508,-0.6222215055777321
0.44087773148210213,2.145454222236994,0.38645847083084,0.2231953446547926,0.29739680525730816,-0.6034558332583063,-0.243435525156311
0.5122778057514765,2.7469901421209837,1.2998766698676056,0.2231953446547926,0.10445948914267514,-0.47427769367425954,0.569261542654213
0.49451839641543927,1.2156382189379251,1.389707740615196,0.2231953446547926,-0.5385208610892979,-0.8216904095864236,-0.02560999853385298
0.3772096449508664,0.883090692255709,0.5747347453029545,0.2231953446547926,0.08679932290792411,-0.6889405866455895,-0.1032731670029146
-0.09214617321583352,0.943804584977872,-0.02777211023943708,0.2231953446547926,0.09039927987115871,-0.5337700149260473,-0.15848432698067866
-0.3749677871999367,0.8643121842925755,-0.34335136500865004,0.2231953446547926,-0.6619917254454427,-0.7117882340455507,-0.4266951306348533
-0.7606006756396039,1.456074396873316,-0.3132754234319018,0.2231953446547926,-1.2310729221940038,-0.9461536196750517,-0.6080101070715697
-1.0097156555777598,1.2555526563884378,-0.47324264985455516,0.2231953446547926,-1.512890644028818,-0.4700264235059738,-0.19880467811812935
-1.0965797053234114,0.30098837430882974,-0.621704152901087,0.2231953446547926,0.8355903712612945,-0.7190273020055363,-0.8621137276607141
-1.2204123214420386,-0.017439771421215316,-0.43437307669308023,0.2231953446547926,-0.7789903267506573,-0.6137255759683846,-0.2840377461307688
-0.7892331927323989,-0.6248387912362159,-0.2411226679319329,0.2231953446547926,0.8355903712612945,0.8966036948776095,0.2536968349132008
-0.7679702264525172,-0.9412313768606289,-0.19756017022960803,0.2231953446547926,0.8355903712612945,0.12293051084018894,-0.10417428776398681
-0.6919792844636231,-1.1223750794930958,-0.23534735115279434,0.2231953446547926,0.6510668629170694,1.1904081594512637,0.5023236662234666
-0.6548899057822393,-0.8607099009621811,-0.12600195353349583,0.2231953446547926,0.8355903712612945,2.3811853416155215,0.5277325940429923
-0.7369214631915544,-0.4014706895627764,0.4764210980930372,0.2231953446547926,0.8355903712612945,-0.8543097477560371,0.5614544438418918
-0.7144503738275886,-0.8297729126622206,0.8298991933838978,0.2231953446547926,0.8355903712612945,-0.9023716349951773,0.5152999319840731
-0.5575151852050553,-0.5805759703113199,0.0291535353347556,0.2231953446547926,0.8355903712612945,-0.8373408745302936,0.22879830861594372
-0.35636269170504115,-0.638794367038053,0.19411356124873003,0.2231953446547926,-0.7300636389321137,0.04389547850256344,0.4385106796604918
-0.020866911254867056,-0.24019717467239934,0.5399644579770604,-1.3054112560095674,0.4255381304963522,-0.2804748469017445,-0.7377029424369551
0.4477640330613818,-0.2548634845093272,0.4885568431068073,0.2231953446547926,-0.07617284643957278,-0.475099293188226,-0.7525507300189568
