0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
819.73975,295.749375,563.11575,261.32325,531.442,218.092875,528.084875,648.427125,1254.506,2246.50525,2270.570875,3150.395375,3130.405,7118.80175,8870.421625,10745.68463,5834.75325,4342.814375,4915.391375,5115.97275,6515.349125,6898.69125,3495.16125,3099.0005
1748.6705,970.128375,682.959625,1471.765125,2368.145625,1385.866,2048.850125,1963.30625,2519.1075,2201.601625,3343.085625,3928.503,2311.68825,3848.427875,5038.22775,5490.8545,4201.06825,1653.28625,2289.5095,2514.216625,3601.035625,3919.415,2386.502,6894.304625
3062.858875,1532.931,574.70275,202.83725,216.498125,128.82825,1498.496125,1435.785625,2525.442,2944.226,3382.550125,3904.950375,1859.4155,3270.118625,2135.19175,1617.830875,2009.0005,2874.61875,3664.46725,2853.66775,1311.32475,3624.932375,4033.181125,3822.372875
6970.70125,2850.99125,1125.703,941.142875,1907.346125,1355.143625,622.012125,404.31875,1385.95225,2108.548,4031.884625,5055.260625,5262.81,9364.388,9287.382,8002.3555,8599.628625,2885.188625,4735.068875,4255.822,2186.69875,3599.386625,6543.14975,3291.77075
2878.883875,2075.1375,2989.29175,975.704625,739.674,258.196375,793.3165,635.577,1522.3275,8119.070625,4682.9575,1583.933375,1831.65225,1806.527625,3398.186625,2010.447125,1842.268125,2368.39975,3915.139875,2274.718625,2373.2695,4392.750125,4119.325,4731.791
1853.147,1418.747,534.197125,68.254375,161.51125,187.830875,571.688625,1125.6015,1109.454,2604.2085,5666.8765,5968.0815,3268.891625,3298.634875,6164.55825,7134.852375,4103.30175,4440.79275,5736.10025,3412.96075,2246.85375,1731.189625,2394.4685,1659.086
1550.9065,340.2745,267.305875,1175.329625,771.051125,369.69625,587.96825,526.658625,1272.91575,3917.039,2918.97125,3255.79775,4168.229375,3322.52025,2980.96925,4626.51825,3630.692875,5072.477625,10550.64438,10837.6095,5609.056125,9245.703875,5221.646625,1879.2115
2097.233,2536.183875,3063.07975,1670.445125,1653.333375,382.40425,371.76475,1153.8735,2079.157875,4654.797625,3178.137,3537.373375,3003.45675,8035.5605,5984.6895,7672.664125,7352.35625,3415.955375,4361.692125,3312.260125,3459.540375,1729.7675,1381.29775,1273.40625
2854.172625,2136.76375,579.299,245.239875,261.833375,577.6735,815.254625,649.71625,1643.9,4021.303875,4617.128625,5455.554125,6560.201875,7241.184625,9013.1165,10232.23438,3274.155875,2807.359875,5968.76175,6121.94875,11382.17238,11564.22363,4874.983125,3571.838
4506.894875,4528.0535,3425.4205,552.279625,419.591,180.41075,543.551375,511.89375,961.187875,2846.573625,5853.5215,7872.809375,6482.9375,6714.934,4696.329125,4968.691875,5095.665,6034.738625,4906.876125,3849.30225,4514.15325,8072.359,6604.248125,5725.3605
