pmm_datetime,enodeb_name,ltecell_name,pdcpvoldldrb,pdcpvoluldrb,pdcpvoldldrblasttti,day_part
2022-09-13 09:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L18,128775253.0,3683374.0,14966269.0,2022-09-13
2022-09-13 09:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L21,34711414.0,1671307.0,13245449.0,2022-09-13
2022-09-13 09:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L08,4551076.0,194392.0,267684.0,2022-09-13
2022-09-13 09:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L18,48999208.0,1827026.0,15716619.0,2022-09-13
2022-09-13 09:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L18,13833217.0,1909390.0,3697199.0,2022-09-13
2022-09-13 09:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L21,152320.0,22084.0,56888.0,2022-09-13
2022-09-13 10:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L18,10904480.0,2070560.0,2039115.0,2022-09-13
2022-09-13 10:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L18,46992549.0,2130674.0,16027149.0,2022-09-13
2022-09-13 10:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L21,6959017.0,402244.0,2024460.0,2022-09-13
2022-09-13 10:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L08,24219536.0,1467792.0,2226484.0,2022-09-13
2022-09-13 10:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L21,68642774.0,4791246.0,11689305.0,2022-09-13
2022-09-13 10:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L21,470342.0,19280.0,69845.0,2022-09-13
2022-09-13 10:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L08,897713.0,91816.0,79787.0,2022-09-13
2022-09-13 10:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L18,51962384.0,3558841.0,13426735.0,2022-09-13
2022-09-13 10:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L08,35376911.0,4634192.0,4032686.0,2022-09-13
2022-09-13 11:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L08,3030137.0,259774.0,644577.0,2022-09-13
2022-09-13 11:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L18,118221905.0,6213557.0,21806281.0,2022-09-13
2022-09-13 11:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L21,32788393.0,4823018.0,7539689.0,2022-09-13
2022-09-13 11:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L08,48642658.0,3146745.0,3370088.0,2022-09-13
2022-09-13 11:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L08,26944285.0,2217316.0,2379598.0,2022-09-13
2022-09-13 11:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L18,3750156.0,642113.0,1448581.0,2022-09-13
2022-09-13 11:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L21,7188402.0,475560.0,2051819.0,2022-09-13
2022-09-13 11:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L21,1165965.0,53645.0,165341.0,2022-09-13
2022-09-13 11:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L18,42416809.0,2018099.0,13724636.0,2022-09-13
2022-09-13 12:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L21,7634014.0,432718.0,1464781.0,2022-09-13
2022-09-13 12:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L08,37738976.0,3087012.0,3407253.0,2022-09-13
2022-09-13 12:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L21,38775059.0,1696753.0,6549552.0,2022-09-13
2022-09-13 12:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L08,21090531.0,1815650.0,2380627.0,2022-09-13
2022-09-13 12:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L21,2421399.0,89269.0,488283.0,2022-09-13
2022-09-13 12:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L08,3224158.0,411139.0,567222.0,2022-09-13
2022-09-13 12:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L18,9567758.0,1024169.0,2388197.0,2022-09-13
2022-09-13 12:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L18,50792225.0,3401834.0,13925457.0,2022-09-13
2022-09-13 12:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L18,95228330.0,9729813.0,24831457.0,2022-09-13
2022-09-13 13:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L08,23663208.0,2705687.0,3462632.0,2022-09-13
2022-09-13 13:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L18,103495216.0,21017918.0,31296346.0,2022-09-13
2022-09-13 13:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L21,413867.0,13900.0,44826.0,2022-09-13
2022-09-13 13:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L21,24533831.0,958713.0,6000236.0,2022-09-13
2022-09-13 13:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L08,3307732.0,294788.0,736379.0,2022-09-13
2022-09-13 13:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L18,9028784.0,682116.0,3026990.0,2022-09-13
2022-09-13 13:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L08,34991220.0,2020552.0,3027065.0,2022-09-13
2022-09-13 13:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L18,39039861.0,4498821.0,15871337.0,2022-09-13
2022-09-13 13:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N3L21,7617229.0,472779.0,1983038.0,2022-09-13
2022-09-13 14:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L18,3806194.0,1528220.0,2155237.0,2022-09-13
2022-09-13 14:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L18,133242267.0,7404117.0,18680730.0,2022-09-13
2022-09-13 14:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N2L21,33144.0,5526.0,16227.0,2022-09-13
2022-09-13 14:00:00.000,CEIRA_LTE_MCO001B2,CEIRA_MCO001N1L21,32312803.0,2725678.0,9213081.0,2022-09-13
