,datetime,timestamp,ltecell_name,users_avg,prb_dl_usage_rate_avg,prb_ul_usage_rate_avg,hsr_intra_freq,hsr_inter_freq,cell_throughput_dl_avg,cell_throughput_ul_avg,user_throughput_dl_avg,user_throughput_ul_avg,traffic_volume_data,tp_carrier_aggr,carrier_aggr_usage,cqi_avg,time_advance_avg,daytime,cluster
5778,2023-03-02 10:00:00.000,2023-03-02 10:00:00,CEIRA_MCO001N1L08,26.94305555555556,53.08624555555556,5.14895,96.8503937007874,94.28571428571428,10235.20035058689,1046.0705691243477,8560.724605141399,1751.7687643236095,2761.797375,25978.522188958854,17.644332294209914,8.131152798148356,2.0,1,0
5779,2023-03-02 11:00:00.000,2023-03-02 11:00:00,CEIRA_MCO001N1L08,28.31805555555556,63.21808111111111,5.448201666666667,95.0,96.15384615384616,13685.509112403395,1227.7919008382548,8883.508814836096,2878.911559877643,4221.0575,20752.5511929852,26.378837980215767,8.089310262577634,2.0,1,0
5780,2023-03-02 12:00:00.000,2023-03-02 12:00:00,CEIRA_MCO001N1L08,29.044444444444444,56.441067777777775,4.5923927777777775,99.04761904761904,96.96969696969695,9539.057032909084,1010.0948535293894,7644.189005071702,1871.319706042533,2751.83075,18113.9376903256,33.52540649035996,8.020914698076204,2.0,1,0
5781,2023-03-02 13:00:00.000,2023-03-02 13:00:00,CEIRA_MCO001N1L08,31.559722222222224,63.36761666666666,7.798436111111111,100.0,100.0,8034.207165324749,548.3456535908983,6422.15041630899,402.6877927441073,2675.864,13835.695147577711,28.030963712694557,7.794541170533437,2.0,1,0
5782,2023-03-02 14:00:00.000,2023-03-02 14:00:00,CEIRA_MCO001N1L08,28.884722222222223,33.26571055555556,7.028596666666667,95.2941176470588,100.0,10695.138583604585,706.6149921135195,10958.138860683544,636.6684522195189,2256.48975,19553.04946248816,13.793558056266823,8.484711567451678,2.0,1,0
5783,2023-03-02 15:00:00.000,2023-03-02 15:00:00,CEIRA_MCO001N1L08,26.12638888888889,25.943096666666666,6.061556111111111,98.63013698630137,90.32258064516128,14445.56305153664,1170.272961600981,15568.555450779932,1834.2768561622568,2321.6295,19833.559281313814,13.621938655699164,8.511785069811745,2.0,1,0
5784,2023-03-02 16:00:00.000,2023-03-02 16:00:00,CEIRA_MCO001N1L08,28.259722222222223,30.81511666666667,4.902323888888889,93.33333333333331,100.0,7445.485999049577,967.8261864940316,8458.047061774008,1378.677249923452,1464.932875,20311.68804897094,39.28859304214468,7.897753796182075,2.0,1,0
5785,2023-03-02 17:00:00.000,2023-03-02 17:00:00,CEIRA_MCO001N1L08,32.575,52.11146111111111,7.07726,97.2222222222222,96.55172413793105,11763.789021963532,975.0801455632794,6373.2816001435485,1132.8709308446612,3351.21675,14211.313274506389,28.221682131127395,7.8664971588465376,2.0,1,0
5786,2023-03-02 18:00:00.000,2023-03-02 18:00:00,CEIRA_MCO001N1L08,47.03611111111111,88.01586444444445,15.645148888888889,94.23076923076924,95.55555555555556,13213.560850189651,1056.106143145489,3483.6913613820434,757.3872050949609,5657.01775,11926.85474631791,15.427367301700242,7.967268360136357,2.0,1,0
5787,2023-03-02 19:00:00.000,2023-03-02 19:00:00,CEIRA_MCO001N1L08,35.9625,81.47767888888889,15.762562222222222,93.38235294117648,96.0,11842.480699335118,956.4139558989244,4221.850772321185,658.0517846205245,4794.160375,9679.949447985982,26.88545093229472,7.768555878865794,2.0,1,0
5788,2023-03-02 20:00:00.000,2023-03-02 20:00:00,CEIRA_MCO001N1L08,35.49861111111111,67.67230888888889,22.630982777777778,94.56521739130434,85.71428571428571,11628.30233176611,1747.6622090324656,6481.834510976141,1510.906749871638,4055.478,11541.857529797846,21.22992975843639,7.849156896411428,2.0,1,0
5789,2023-03-02 21:00:00.000,2023-03-02 21:00:00,CEIRA_MCO001N1L08,29.904166666666665,90.9787461111111,16.48970277777778,97.82608695652172,95.0,14082.93053322122,1364.9602845984605,3740.780675655474,1603.1915600083232,6002.2735,6708.162677765788,14.42009821995093,7.935100513463808,2.0,1,0
5790,2023-03-02 22:00:00.000,2023-03-02 22:00:00,CEIRA_MCO001N1L08,25.88055555555556,70.09762222222223,17.199941111111112,96.55172413793105,100.0,17014.135865940876,1547.976502571183,7731.705898662243,1968.4246019710968,5826.54825,10891.219730083272,10.477513610933933,8.393767172423114,2.0,1,0
5791,2023-03-02 23:00:00.000,2023-03-02 23:00:00,CEIRA_MCO001N1L08,23.991666666666667,36.89919777777778,3.5687783333333334,100.0,100.0,17022.87626527663,850.8313575496588,15317.504749515954,1717.1141541243585,3335.09,18436.53554375209,28.431971949964638,8.161542298451115,2.0,1,0
