,Cell,Features,Clusters,users_avg,prb_dl_usage_rate_avg,prb_ul_usage_rate_avg,hsr_intra_freq,hsr_inter_freq,cell_throughput_dl_avg,cell_throughput_ul_avg,user_throughput_dl_avg,user_throughput_ul_avg,traffic_volume_data,tp_carrier_aggr,carrier_aggr_usage,cqi_avg,time_advance_avg,hour,daytime
0,CEIRA_MCO001N1L18,"daytime, user_throughput_dl_avg",0.0,37.303624551109955,23.91576507439754,5.613870943177529,98.50869121210248,99.69854344964732,25678.67182682834,3818.6022984265583,46272.18385387575,10015.741370785645,4853.882019286754,57780.30361976546,15.091575790368614,12.262259412292616,2397.48715390382,3.1994177583697234,0.0
1,CEIRA_MCO001N1L18,"daytime, user_throughput_dl_avg",2.0,40.247940657744586,9.794619260092047,3.760267897719799,99.37461259013409,99.48989696888856,23281.547274120956,4375.393498663017,76413.7044280954,11639.78998909439,2920.6656740196076,78034.01666822568,13.209997363353338,12.764357409518691,2351.8582537514385,4.056022408963585,0.0
2,CEIRA_MCO001N1L18,"daytime, user_throughput_dl_avg",1.0,50.013930304106026,30.64654274635895,5.3658194914234185,99.61414755428635,99.48107672452234,26273.342178142735,3049.488676986487,39795.630331857945,10649.16642925255,6370.526059771033,51172.466838603315,26.152084645052767,11.93158479731424,2322.1004091651575,12.881789137380192,1.0
3,CEIRA_MCO001N1L18,"daytime, user_throughput_dl_avg",3.0,44.83095506066411,54.101182430368496,8.34614469788137,99.32893350906217,99.46175414175906,30816.69935216769,3470.456750017156,23532.680708225278,9639.749584674822,10126.875061853449,34372.199781236166,16.941132288802166,11.60152153188223,2464.910234132903,17.66551724137931,1.0
4,,,,44.213519983249526,35.4633423289922,6.337631985185463,99.24004294666855,99.5224812015806,27480.368907312375,3523.5745961667058,39368.33894101133,10250.682832684495,7033.532814110723,49467.3594161686,18.864906956225084,11.976637261566866,2394.6659965387967,11.52847597836462,0.6678332803054406
